customer_id,region,plan_type,contract_type,internet_service,tenure_months,monthly_charges,total_charges,auto_pay,support_tickets,partner,dependents,satisfaction_score,last_interaction_days,is_churn
21625,South,Premium,Monthly,Fiber,48,349.24,15160.12,Yes,0,No,No,3,46,0
21626,South,Basic,Monthly,Fiber,51,270.68,14932.38,Yes,2,Yes,No,4,1,0
21627,North,Standard,Quarterly,DSL,3,273.93,877.51,No,0,Yes,No,4,53,0
21628,South,Standard,Quarterly,DSL,3,232.45,758.79,Yes,2,Yes,No,4,47,0
21629,South,Standard,Quarterly,Fiber,15,329.0,5327.76,Yes,1,No,No,4,25,0
21630,East,Standard,Monthly,Fiber,48,301.21,14140.86,No,0,Yes,No,4,14,0
21631,North,Premium,Monthly,Fiber,32,354.14,10380.63,No,4,No,Yes,4,37,1
21632,North,Basic,Monthly,DSL,8,213.73,1752.71,No,3,No,No,5,19,0
21633,South,Basic,Quarterly,Fiber,6,278.11,1709.78,No,0,No,Yes,3,69,0
21634,South,Basic,Quarterly,None,5,208.04,961.68,No,0,No,Yes,2,12,0
21635,South,Basic,Monthly,Fiber,47,264.64,13000.49,Yes,1,No,No,3,30,0
21636,South,Standard,Monthly,Fiber,16,290.4,4678.94,Yes,0,No,No,3,50,0
21637,South,Basic,Monthly,Fiber,46,318.31,14604.1,No,0,No,No,4,88,0
21638,South,Premium,Monthly,Fiber,53,347.76,18472.43,Yes,2,Yes,No,3,86,0
21639,South,Standard,Monthly,Fiber,17,316.76,5376.11,Yes,4,Yes,Yes,5,65,1
21640,North,Premium,Monthly,DSL,39,301.01,12003.09,No,0,No,No,4,55,0
21641,West,Standard,Quarterly,Fiber,5,305.48,1589.34,Yes,0,Yes,No,2,50,0
21642,North,Premium,Monthly,Fiber,24,307.16,7450.81,Yes,1,No,No,4,36,0
21643,South,Premium,Quarterly,Fiber,27,337.86,9751.25,Yes,3,Yes,No,4,39,0
21644,East,Basic,Monthly,DSL,25,236.24,6152.68,Yes,0,No,Yes,5,4,0
21645,West,Standard,Annual,Fiber,21,300.18,6449.25,No,0,No,No,3,69,0
21646,South,Premium,Quarterly,Fiber,46,308.36,15173.85,Yes,1,Yes,No,5,14,0
21647,East,Standard,Monthly,Fiber,8,285.11,2310.82,Yes,2,No,No,3,30,0
21648,South,Standard,Monthly,DSL,46,287.88,14415.96,No,1,No,No,4,17,0
21649,South,Basic,Monthly,DSL,34,207.2,6403.48,Yes,1,Yes,No,4,61,0
21650,North,Standard,Quarterly,DSL,15,253.88,3680.25,Yes,1,Yes,No,3,53,1
21651,North,Standard,Quarterly,DSL,35,257.39,9296.26,Yes,1,No,Yes,2,60,0
21652,North,Standard,Monthly,Fiber,26,284.75,6680.24,No,2,Yes,No,4,65,0
21653,North,Basic,Quarterly,Fiber,36,263.2,9803.2,No,1,No,No,4,87,0
21654,South,Premium,Monthly,Fiber,34,314.19,10364.02,Yes,1,No,Yes,4,44,0
21655,North,Standard,Monthly,Fiber,35,285.07,10749.06,Yes,4,No,No,5,15,0
21656,North,Standard,Quarterly,Fiber,55,298.62,17084.75,Yes,4,No,Yes,2,54,0
21657,South,Basic,Quarterly,Fiber,53,278.7,13957.95,No,2,No,No,2,64,0
21658,West,Premium,Quarterly,Fiber,15,340.42,4936.81,Yes,0,No,No,4,55,0
21659,West,Basic,Quarterly,Fiber,3,295.89,955.0,No,0,Yes,No,4,35,0
21660,North,Basic,Monthly,DSL,41,233.96,9513.7,No,0,Yes,No,2,17,0
21661,North,Premium,Monthly,DSL,9,275.68,2394.8,No,2,No,No,3,83,0
21662,South,Basic,Quarterly,DSL,36,246.29,8251.15,Yes,1,No,No,3,58,0
21663,South,Basic,Monthly,None,52,202.34,10389.37,Yes,3,No,Yes,3,1,1
21664,South,Standard,Quarterly,DSL,43,260.7,10161.32,Yes,2,No,No,2,79,0
21665,South,Standard,Monthly,Fiber,56,318.11,19210.33,No,0,Yes,Yes,3,64,0
21666,West,Basic,Monthly,DSL,58,239.88,13098.23,Yes,1,Yes,Yes,2,46,0
21667,North,Standard,Monthly,DSL,26,254.67,7154.38,Yes,0,No,No,5,45,0
21668,West,Standard,Monthly,DSL,10,265.73,2625.39,Yes,1,Yes,No,3,73,0
21669,North,Standard,Monthly,Fiber,30,266.98,8777.16,Yes,1,No,No,2,36,0
21670,West,Standard,Annual,Fiber,42,318.06,13122.07,No,0,No,No,3,82,0
21671,East,Basic,Monthly,Fiber,36,275.01,8964.75,No,1,No,No,4,25,0
21672,North,Basic,Quarterly,Fiber,58,311.38,16338.98,Yes,1,No,No,3,12,0
21673,South,Basic,Quarterly,DSL,17,235.2,4118.9,No,0,Yes,Yes,4,38,1
21674,West,Basic,Monthly,DSL,25,228.03,6089.82,Yes,1,No,Yes,3,88,0
21675,East,Premium,Quarterly,DSL,11,295.0,3131.99,Yes,1,No,No,4,71,0
21676,South,Standard,Monthly,Fiber,59,286.98,18008.1,No,4,Yes,No,3,58,0
21677,East,Basic,Monthly,Fiber,56,286.48,16054.36,Yes,0,Yes,No,3,26,0
21678,West,Premium,Quarterly,Fiber,47,345.7,17815.07,No,4,No,Yes,4,0,0
21679,South,Premium,Monthly,Fiber,31,357.23,10229.73,Yes,2,No,No,4,30,0
21680,East,Standard,Monthly,None,12,224.18,2582.55,No,1,Yes,No,4,34,0
21681,East,Standard,Quarterly,Fiber,25,323.86,7320.28,No,3,Yes,No,2,86,0
21682,North,Standard,Monthly,DSL,26,242.47,6859.47,No,1,Yes,Yes,4,39,0
21683,West,Standard,Monthly,DSL,39,244.17,10233.41,No,2,No,No,3,79,1
21684,South,Basic,Quarterly,DSL,56,226.25,11941.26,No,0,No,No,3,83,0
21685,South,Standard,Monthly,DSL,13,275.56,3926.0,No,2,Yes,No,3,76,1
21686,West,Basic,Quarterly,DSL,30,213.71,6877.96,No,0,Yes,Yes,3,13,0
21687,West,Premium,Monthly,None,3,250.84,767.04,Yes,3,Yes,Yes,2,6,1
21688,South,Standard,Quarterly,Fiber,54,288.5,15698.06,Yes,2,No,Yes,3,4,0
21689,North,Premium,Quarterly,Fiber,31,325.71,10160.32,No,0,Yes,Yes,3,86,0
21690,North,Standard,Monthly,Fiber,21,280.86,5551.18,No,0,No,Yes,5,31,0
21691,South,Standard,Monthly,Fiber,46,327.41,14988.55,Yes,0,Yes,Yes,5,73,0
21692,North,Basic,Quarterly,DSL,35,253.6,8680.9,No,3,Yes,No,1,37,0
21693,North,Basic,Monthly,Fiber,56,265.79,14305.44,Yes,2,No,No,5,32,0
21694,West,Standard,Monthly,Fiber,29,303.35,9616.27,No,0,Yes,Yes,5,66,0
21695,North,Standard,Quarterly,Fiber,13,319.47,4469.44,No,0,Yes,Yes,3,26,0
21696,North,Standard,Quarterly,Fiber,30,304.71,8805.4,Yes,0,No,Yes,4,26,0
21697,North,Premium,Monthly,DSL,6,265.65,1468.85,Yes,1,No,No,4,43,1
21698,East,Standard,Quarterly,DSL,11,265.2,2887.93,Yes,0,Yes,No,3,65,0
21699,West,Basic,Quarterly,Fiber,11,246.95,2556.37,Yes,2,No,No,2,83,0
21700,South,Basic,Annual,DSL,4,232.06,956.71,No,3,No,No,4,82,0
21701,West,Basic,Monthly,DSL,50,216.02,10187.8,No,3,Yes,No,2,4,0
21702,East,Basic,Monthly,None,22,170.3,3657.18,No,1,No,No,4,69,0
21703,North,Premium,Monthly,Fiber,34,330.07,12327.48,Yes,3,No,No,5,57,0
21704,East,Standard,Quarterly,Fiber,30,301.64,9598.22,No,1,No,Yes,2,69,0
21705,East,Premium,Monthly,Fiber,5,312.42,1704.83,No,3,No,No,4,12,1
21706,South,Standard,Monthly,Fiber,31,310.92,10347.41,Yes,2,No,No,4,47,0
21707,East,Basic,Monthly,DSL,28,216.35,6557.21,No,5,No,Yes,2,4,0
21708,West,Basic,Monthly,DSL,31,265.43,8934.38,No,2,Yes,No,3,14,0
21709,North,Basic,Monthly,DSL,23,238.05,5344.74,Yes,0,No,No,4,45,0
21710,West,Basic,Quarterly,Fiber,3,271.55,889.0,No,3,No,Yes,4,18,0
21711,West,Standard,Monthly,DSL,35,238.64,7911.85,No,1,Yes,No,3,13,0
21712,North,Standard,Monthly,Fiber,21,292.02,6671.07,Yes,3,No,No,4,27,0
21713,North,Standard,Monthly,Fiber,60,329.5,20178.92,No,1,No,No,5,49,0
21714,North,Basic,Monthly,DSL,21,226.07,5085.26,No,2,Yes,No,3,7,0
21715,East,Standard,Quarterly,None,10,234.4,2156.06,No,4,No,No,1,66,0
21716,South,Standard,Monthly,Fiber,59,312.89,18949.57,Yes,0,No,No,4,31,0
21717,West,Basic,Monthly,None,12,184.41,2166.18,No,1,No,No,2,58,0
21718,East,Basic,Monthly,Fiber,27,280.88,7117.21,Yes,3,Yes,Yes,3,68,0
21719,South,Standard,Quarterly,Fiber,37,333.58,11922.76,Yes,2,Yes,No,5,53,0
21720,South,Standard,Monthly,Fiber,12,282.31,3099.79,Yes,5,No,Yes,4,89,1
21721,North,Basic,Monthly,Fiber,23,247.89,5466.25,Yes,0,Yes,Yes,3,30,0
21722,North,Standard,Quarterly,DSL,22,274.98,5497.63,Yes,2,No,Yes,2,42,0
21723,West,Basic,Quarterly,None,23,221.6,5096.72,No,1,Yes,No,3,56,0
21724,East,Premium,Monthly,Fiber,23,328.84,7205.19,Yes,1,Yes,No,2,80,0
21725,North,Basic,Monthly,DSL,15,226.41,3222.56,No,2,Yes,No,3,78,0
21726,West,Premium,Monthly,None,26,262.79,6701.49,No,0,No,No,2,88,0
21727,West,Basic,Monthly,None,54,210.79,10265.75,No,1,No,No,4,80,0
21728,East,Standard,Annual,DSL,28,212.79,5900.4,No,1,No,No,3,84,0
21729,North,Standard,Quarterly,Fiber,13,283.75,3588.3,Yes,1,No,No,2,3,0
21730,South,Standard,Monthly,DSL,35,237.44,8386.19,Yes,1,No,No,5,6,0
21731,East,Standard,Monthly,Fiber,37,289.12,10257.49,No,1,Yes,Yes,3,66,0
21732,West,Premium,Monthly,Fiber,44,312.5,15081.65,No,1,Yes,Yes,3,4,0
21733,West,Standard,Monthly,Fiber,38,272.77,9605.4,No,1,Yes,No,1,20,1
21734,South,Basic,Monthly,DSL,4,235.8,926.36,No,0,Yes,Yes,2,49,0
21735,North,Standard,Monthly,DSL,14,261.01,3334.6,No,1,Yes,Yes,2,7,0
21736,West,Standard,Quarterly,DSL,47,279.8,12478.47,No,1,No,Yes,3,40,0
21737,West,Basic,Monthly,Fiber,37,295.17,10926.92,Yes,2,No,No,4,79,1
21738,East,Basic,Monthly,None,8,201.49,1674.45,Yes,2,Yes,Yes,3,61,1
21739,East,Standard,Monthly,Fiber,34,301.58,9732.02,Yes,1,Yes,Yes,3,64,0
21740,North,Basic,Annual,DSL,2,209.6,380.05,Yes,2,No,Yes,3,82,0
21741,South,Basic,Monthly,Fiber,8,302.2,2481.15,Yes,0,No,No,3,4,0
21742,North,Standard,Monthly,Fiber,57,318.04,18100.95,Yes,1,Yes,No,3,44,0
21743,North,Standard,Annual,Fiber,25,288.59,7273.56,Yes,1,No,Yes,5,21,0
21744,South,Standard,Monthly,Fiber,27,307.29,8438.92,No,0,No,No,3,82,0
21745,South,Basic,Monthly,Fiber,11,278.84,3323.18,Yes,1,Yes,No,3,21,0
21746,South,Standard,Monthly,Fiber,59,318.91,19177.05,No,1,Yes,No,4,4,0
21747,West,Premium,Monthly,Fiber,59,311.43,20140.48,No,1,No,Yes,5,63,0
21748,South,Standard,Quarterly,Fiber,17,311.18,5301.89,Yes,2,No,Yes,3,0,0
21749,North,Standard,Monthly,Fiber,58,318.53,18839.03,Yes,4,Yes,No,2,68,0
21750,North,Premium,Annual,DSL,30,295.45,9119.36,No,2,No,No,4,17,0
21751,East,Basic,Monthly,DSL,51,225.26,10902.11,No,1,No,Yes,4,77,0
21752,East,Standard,Monthly,Fiber,38,287.06,10555.81,No,1,No,Yes,5,44,1
21753,North,Standard,Monthly,DSL,57,248.11,12952.39,No,0,Yes,No,5,80,1
21754,North,Basic,Monthly,Fiber,56,311.62,17582.76,Yes,0,Yes,Yes,3,4,0
21755,East,Standard,Annual,DSL,56,242.96,12528.28,No,1,Yes,No,3,54,0
21756,West,Basic,Annual,DSL,10,242.32,2533.66,Yes,0,No,No,3,76,0
21757,South,Standard,Annual,DSL,34,254.91,9477.96,Yes,2,Yes,No,3,39,0
21758,North,Basic,Quarterly,Fiber,58,279.43,16652.82,Yes,4,Yes,No,4,41,0
21759,East,Standard,Quarterly,DSL,15,258.08,3549.05,Yes,2,Yes,No,5,55,1
21760,North,Premium,Quarterly,Fiber,55,306.71,17883.53,No,1,No,No,4,53,0
21761,South,Premium,Monthly,None,22,202.58,4230.24,No,1,No,No,5,41,0
21762,North,Premium,Monthly,Fiber,25,294.58,7696.51,No,2,No,No,4,63,0
21763,North,Basic,Monthly,DSL,14,229.89,3513.64,No,3,No,No,5,6,0
21764,East,Basic,Quarterly,DSL,25,241.48,5749.41,No,2,No,No,5,38,0
21765,South,Basic,Monthly,Fiber,45,270.49,12986.8,Yes,1,Yes,Yes,4,43,0
21766,West,Standard,Quarterly,DSL,53,235.09,12786.65,Yes,1,Yes,Yes,4,61,0
21767,South,Premium,Monthly,DSL,17,288.81,4650.82,Yes,3,Yes,No,3,81,0
21768,South,Basic,Monthly,DSL,43,223.93,9475.44,Yes,0,No,No,2,76,1
21769,South,Standard,Annual,DSL,2,234.45,492.74,No,1,No,Yes,5,5,0
21770,East,Basic,Monthly,DSL,29,256.66,6809.04,No,3,No,No,5,44,0
21771,South,Basic,Quarterly,DSL,21,216.63,4098.98,No,2,No,No,5,79,0
21772,North,Basic,Quarterly,Fiber,48,233.29,10224.65,Yes,3,Yes,No,5,35,0
21773,South,Basic,Monthly,DSL,2,238.98,525.67,Yes,0,No,No,4,77,0
21774,North,Basic,Monthly,None,52,169.3,8837.94,Yes,1,Yes,Yes,3,40,0
21775,West,Premium,Monthly,Fiber,32,357.69,10459.48,Yes,1,Yes,Yes,4,40,0
21776,South,Basic,Monthly,DSL,8,242.37,1940.64,Yes,1,No,No,4,32,0
21777,North,Standard,Monthly,Fiber,36,311.39,12261.64,Yes,1,Yes,No,3,75,0
21778,South,Basic,Monthly,DSL,53,224.99,11837.68,Yes,1,No,No,2,64,1
21779,West,Basic,Quarterly,Fiber,27,296.09,7362.25,Yes,0,Yes,No,4,36,0
21780,North,Standard,Monthly,DSL,60,261.38,14534.64,Yes,2,No,No,2,80,1
21781,North,Standard,Monthly,Fiber,27,302.3,7778.15,Yes,0,No,No,3,9,0
21782,East,Standard,Quarterly,DSL,57,254.3,15024.91,Yes,1,Yes,Yes,2,51,0
21783,North,Premium,Quarterly,DSL,42,273.36,11388.32,Yes,4,Yes,No,4,70,0
21784,South,Basic,Annual,None,23,171.82,3896.89,No,1,No,No,2,65,0
21785,East,Basic,Annual,Fiber,12,262.95,3333.72,Yes,1,No,Yes,3,17,0
21786,South,Standard,Monthly,DSL,6,229.1,1336.15,Yes,2,Yes,Yes,4,38,0
21787,East,Basic,Annual,DSL,43,218.03,8461.81,No,2,Yes,Yes,5,1,0
21788,East,Standard,Monthly,Fiber,24,292.87,7620.22,Yes,1,No,No,2,4,1
21789,West,Standard,Monthly,Fiber,37,278.95,10655.32,Yes,1,Yes,Yes,4,83,0
21790,East,Standard,Monthly,None,57,234.35,14124.65,Yes,1,No,No,4,72,0
21791,West,Standard,Monthly,Fiber,25,328.72,7834.05,Yes,0,Yes,No,3,64,1
21792,South,Premium,Monthly,DSL,20,271.97,5286.48,Yes,2,Yes,No,4,64,1
21793,South,Basic,Monthly,Fiber,47,287.31,12880.54,Yes,0,No,Yes,2,6,0
21794,North,Basic,Annual,Fiber,45,305.95,14588.68,No,1,No,Yes,3,44,0
21795,North,Basic,Annual,Fiber,37,302.25,11414.97,Yes,1,Yes,No,2,24,0
21796,South,Premium,Quarterly,DSL,6,283.49,1580.06,No,0,Yes,Yes,2,87,0
21797,South,Basic,Monthly,DSL,55,231.63,13573.53,Yes,3,Yes,No,2,65,0
21798,West,Basic,Annual,Fiber,21,272.2,6237.46,Yes,2,Yes,No,4,25,0
21799,South,Standard,Monthly,Fiber,31,279.77,8432.6,Yes,2,No,Yes,5,1,1
21800,South,Premium,Monthly,DSL,33,302.53,10892.63,Yes,1,Yes,No,2,86,0
21801,South,Basic,Quarterly,Fiber,48,291.84,14795.53,No,1,No,Yes,2,12,0
21802,West,Basic,Quarterly,DSL,17,205.28,3493.43,Yes,1,Yes,No,4,74,0
21803,South,Premium,Annual,Fiber,58,334.71,18541.85,No,3,No,Yes,4,83,0
21804,East,Standard,Monthly,DSL,33,278.47,9712.9,No,0,Yes,No,4,19,0
21805,North,Basic,Monthly,DSL,49,232.03,12043.91,No,0,No,No,3,73,0
21806,West,Basic,Monthly,None,2,221.14,434.37,Yes,1,Yes,Yes,4,39,0
21807,East,Standard,Monthly,Fiber,53,296.84,16069.79,Yes,2,No,No,5,65,0
21808,South,Standard,Monthly,Fiber,40,286.26,11616.11,Yes,1,No,No,4,76,0
21809,East,Standard,Monthly,Fiber,33,296.51,10595.76,Yes,3,Yes,No,3,6,1
21810,East,Standard,Annual,Fiber,2,311.98,659.97,Yes,0,No,No,4,23,0
21811,North,Basic,Monthly,Fiber,45,294.0,12706.25,No,0,No,No,3,28,0
21812,North,Premium,Quarterly,DSL,14,271.23,3670.7,No,0,No,No,4,48,0
21813,West,Basic,Monthly,DSL,3,232.95,698.49,No,1,Yes,No,4,62,1
21814,West,Basic,Annual,None,26,200.95,5596.58,Yes,0,Yes,No,3,15,0
21815,West,Premium,Annual,DSL,58,281.41,15881.01,Yes,1,Yes,No,3,42,0
21816,East,Basic,Monthly,DSL,24,246.93,5837.24,No,0,Yes,No,3,41,0
21817,West,Standard,Monthly,DSL,12,245.25,2995.97,No,0,Yes,Yes,3,63,0
21818,North,Basic,Monthly,DSL,51,244.14,13144.0,No,1,Yes,Yes,5,86,0
21819,North,Standard,Monthly,Fiber,9,304.76,2748.01,Yes,1,Yes,Yes,3,43,0
21820,West,Premium,Monthly,DSL,4,273.79,1004.37,Yes,2,No,No,4,83,1
21821,West,Premium,Quarterly,Fiber,5,322.3,1635.75,Yes,1,Yes,No,2,56,0
21822,West,Standard,Monthly,Fiber,53,321.36,15702.7,Yes,1,No,Yes,2,40,0
21823,East,Standard,Monthly,Fiber,5,282.45,1424.24,Yes,0,No,No,5,17,0
21824,North,Premium,Annual,Fiber,12,320.22,3535.11,No,1,No,Yes,4,51,0
21825,South,Basic,Monthly,Fiber,45,302.7,14065.42,No,3,No,No,3,4,0
21826,South,Standard,Monthly,DSL,11,252.87,2921.04,Yes,1,Yes,Yes,4,57,0
21827,East,Premium,Monthly,Fiber,28,306.38,8980.8,No,0,Yes,No,3,62,0
21828,North,Basic,Monthly,DSL,27,225.48,5636.27,Yes,1,Yes,Yes,3,5,0
21829,South,Basic,Monthly,Fiber,54,306.22,15599.74,Yes,0,Yes,Yes,4,81,0
21830,South,Standard,Monthly,Fiber,22,279.38,6165.91,No,3,No,No,2,64,1
21831,East,Standard,Monthly,None,3,206.84,649.2,No,1,Yes,No,3,38,0
21832,South,Standard,Monthly,Fiber,21,291.9,6680.98,Yes,1,Yes,Yes,4,68,0
21833,South,Basic,Quarterly,DSL,11,208.86,2240.71,No,1,No,No,4,70,0
21834,East,Standard,Monthly,Fiber,28,290.33,8887.29,No,1,Yes,No,4,9,0
21835,East,Standard,Annual,DSL,29,248.57,7810.18,Yes,0,Yes,Yes,4,43,0
21836,South,Premium,Monthly,None,17,255.15,4515.73,No,1,Yes,Yes,2,39,0
21837,West,Premium,Monthly,DSL,10,307.15,3000.42,No,0,No,Yes,2,20,1
21838,West,Standard,Monthly,Fiber,15,293.47,4346.46,Yes,0,No,No,3,22,0
21839,West,Standard,Annual,Fiber,49,295.3,15479.81,No,2,Yes,Yes,4,75,0
21840,West,Basic,Monthly,Fiber,44,266.37,11182.77,Yes,1,Yes,No,4,58,0
21841,West,Standard,Monthly,None,29,232.24,6348.39,No,0,Yes,No,4,30,0
21842,South,Basic,Monthly,None,4,194.1,840.1,Yes,1,No,Yes,3,18,1
21843,North,Standard,Quarterly,Fiber,39,288.36,11845.82,Yes,1,Yes,No,2,79,0
21844,North,Basic,Monthly,None,24,184.49,4555.2,No,0,No,No,4,89,0
21845,South,Basic,Quarterly,Fiber,45,257.89,12461.78,Yes,1,No,No,4,80,0
21846,North,Basic,Monthly,Fiber,24,266.45,6888.09,Yes,0,No,No,3,38,0
21847,South,Standard,Monthly,Fiber,14,321.45,4739.52,No,2,Yes,No,3,17,0
21848,North,Standard,Monthly,Fiber,56,312.79,16967.49,Yes,1,Yes,No,4,35,0
21849,South,Basic,Quarterly,Fiber,26,261.53,6750.39,No,1,No,No,5,84,0
21850,West,Standard,Quarterly,DSL,11,254.92,3014.48,No,2,Yes,No,3,43,0
21851,North,Standard,Quarterly,None,3,238.32,705.72,Yes,1,Yes,Yes,2,26,0
21852,South,Basic,Quarterly,DSL,11,224.46,2545.76,No,1,Yes,No,4,8,0
21853,West,Standard,Annual,DSL,47,200.44,8789.47,No,2,Yes,Yes,3,50,0
21854,East,Basic,Annual,DSL,46,248.18,11875.98,No,1,Yes,No,3,64,0
21855,West,Basic,Quarterly,Fiber,50,276.09,13825.52,Yes,3,Yes,Yes,4,81,0
21856,West,Standard,Monthly,Fiber,6,315.76,1938.02,Yes,1,No,No,4,49,0
21857,North,Basic,Annual,Fiber,52,263.3,14627.6,No,1,Yes,No,1,6,0
21858,South,Basic,Monthly,Fiber,33,278.34,9489.89,No,1,No,Yes,4,86,0
21859,West,Standard,Monthly,DSL,49,268.57,13405.17,No,2,No,No,4,1,0
21860,North,Basic,Quarterly,DSL,17,201.89,3151.06,No,0,Yes,Yes,3,32,1
21861,North,Basic,Quarterly,DSL,40,197.86,7570.57,No,2,Yes,No,4,1,0
21862,South,Basic,Monthly,Fiber,18,284.27,5512.79,Yes,2,No,No,5,37,0
21863,North,Standard,Quarterly,None,44,217.85,9244.62,Yes,2,No,No,4,32,0
21864,South,Premium,Monthly,Fiber,47,355.34,17459.55,No,1,No,No,4,50,0
21865,North,Basic,Monthly,Fiber,4,282.01,1167.23,No,4,Yes,No,4,71,1
21866,South,Standard,Monthly,Fiber,36,328.65,12284.99,Yes,2,No,No,3,82,0
21867,South,Basic,Monthly,Fiber,48,291.41,14552.82,Yes,0,No,No,5,44,0
21868,West,Basic,Annual,Fiber,39,294.55,11865.71,No,0,Yes,No,3,54,0
21869,East,Standard,Annual,DSL,49,246.17,11087.87,Yes,3,Yes,Yes,1,54,0
21870,East,Premium,Monthly,Fiber,57,328.63,20267.63,No,0,No,Yes,4,0,0
21871,South,Basic,Monthly,Fiber,15,273.61,4022.16,No,0,Yes,No,4,30,0
21872,West,Basic,Monthly,DSL,49,228.47,12018.57,Yes,1,No,Yes,3,47,0
21873,West,Basic,Monthly,Fiber,41,286.4,12372.05,Yes,1,No,Yes,4,74,0
21874,East,Basic,Monthly,None,26,180.36,4943.67,Yes,1,No,No,4,57,0
21875,South,Standard,Monthly,Fiber,33,273.01,9031.8,Yes,2,Yes,No,4,18,0
21876,South,Premium,Quarterly,DSL,28,281.43,7181.44,Yes,1,Yes,No,2,23,0
21877,East,Basic,Monthly,Fiber,30,249.24,7514.62,Yes,1,No,Yes,4,50,0
21878,East,Standard,Monthly,Fiber,52,310.62,15220.27,No,1,No,Yes,4,1,0
21879,South,Basic,Quarterly,Fiber,46,245.66,10716.64,No,1,No,No,5,1,0
21880,South,Basic,Annual,Fiber,28,310.77,7889.69,No,3,Yes,No,4,20,0
21881,South,Basic,Monthly,Fiber,45,280.41,12299.72,No,2,No,No,4,48,0
21882,East,Basic,Quarterly,DSL,60,253.05,14916.85,No,1,No,Yes,3,50,0
21883,East,Basic,Monthly,Fiber,40,261.51,9579.35,Yes,1,Yes,No,3,89,0
21884,West,Standard,Annual,DSL,34,243.17,8852.36,No,1,No,No,4,64,0
21885,South,Basic,Monthly,DSL,10,244.74,2389.45,Yes,1,No,No,3,0,0
21886,South,Basic,Quarterly,Fiber,54,285.88,16684.31,Yes,1,Yes,No,5,70,0
21887,West,Standard,Monthly,DSL,39,257.77,10086.8,Yes,3,No,Yes,3,14,0
21888,South,Premium,Monthly,DSL,49,278.76,14753.3,Yes,0,No,Yes,2,29,0
21889,West,Basic,Monthly,Fiber,15,264.73,3583.89,No,1,Yes,Yes,3,33,1
21890,East,Standard,Quarterly,Fiber,44,291.57,12527.49,Yes,0,Yes,Yes,1,63,0
21891,West,Basic,Annual,DSL,52,234.81,11729.49,Yes,0,No,No,4,62,0
21892,West,Basic,Quarterly,DSL,30,228.69,7001.74,No,1,Yes,No,2,6,0
21893,South,Standard,Monthly,None,28,238.16,6661.07,Yes,2,Yes,No,3,5,0
21894,South,Standard,Quarterly,DSL,39,248.18,8996.86,No,0,No,No,3,22,0
21895,North,Premium,Monthly,DSL,26,274.71,7455.91,Yes,2,Yes,No,3,61,0
21896,West,Basic,Monthly,DSL,26,245.79,6891.55,Yes,0,Yes,No,4,50,0
21897,West,Standard,Quarterly,DSL,44,256.48,10409.05,No,1,Yes,No,4,30,0
21898,South,Basic,Monthly,Fiber,1,273.92,283.87,Yes,1,Yes,No,5,54,0
21899,East,Premium,Monthly,Fiber,22,342.69,8000.56,Yes,1,No,Yes,4,85,0
21900,East,Basic,Quarterly,Fiber,23,277.83,6247.66,No,0,Yes,No,4,6,0
21901,West,Standard,Monthly,None,25,209.13,5645.19,Yes,1,No,No,4,6,0
21902,North,Standard,Monthly,DSL,8,230.7,1983.53,Yes,2,Yes,No,1,23,0
21903,North,Standard,Monthly,Fiber,34,306.69,10725.75,Yes,2,Yes,Yes,5,10,0
21904,West,Basic,Annual,DSL,52,271.67,12978.29,Yes,1,No,No,3,34,0
21905,North,Premium,Quarterly,Fiber,15,344.41,4673.55,No,0,No,No,3,60,0
21906,West,Standard,Quarterly,Fiber,2,290.6,619.38,No,1,Yes,No,3,35,0
21907,South,Premium,Monthly,None,12,235.25,2898.66,Yes,3,Yes,No,1,35,0
21908,South,Standard,Quarterly,Fiber,58,276.6,16748.73,Yes,2,No,No,2,40,0
21909,West,Basic,Monthly,DSL,18,253.95,4148.8,No,2,Yes,No,5,68,1
21910,North,Premium,Monthly,DSL,59,288.56,16792.35,Yes,0,No,No,3,58,0
21911,North,Standard,Quarterly,Fiber,7,266.03,1815.12,Yes,2,No,No,5,24,0
21912,North,Basic,Quarterly,None,42,183.67,7475.85,Yes,1,No,No,2,63,0
21913,North,Basic,Monthly,Fiber,27,295.79,8196.81,No,1,Yes,Yes,5,83,1
21914,North,Standard,Monthly,DSL,2,226.33,448.0,No,4,Yes,No,3,64,0
21915,North,Basic,Annual,DSL,35,209.31,6643.99,Yes,1,No,No,4,72,0
21916,North,Basic,Monthly,Fiber,46,293.34,13714.13,Yes,2,Yes,Yes,2,24,0
21917,East,Basic,Quarterly,Fiber,59,272.41,17161.08,No,2,Yes,No,3,88,0
21918,North,Basic,Quarterly,Fiber,48,317.07,14795.5,Yes,1,Yes,No,3,48,0
21919,West,Premium,Monthly,DSL,55,311.45,17124.87,No,2,Yes,No,4,23,0
21920,North,Standard,Monthly,Fiber,13,287.8,3540.6,No,3,Yes,No,4,21,0
21921,East,Standard,Monthly,DSL,4,242.01,880.68,Yes,0,Yes,No,4,69,0
21922,South,Basic,Monthly,Fiber,28,270.05,8307.02,No,2,Yes,No,4,89,0
21923,South,Basic,Quarterly,DSL,23,237.96,5911.96,Yes,2,Yes,Yes,3,68,0
21924,East,Premium,Monthly,Fiber,51,344.92,16494.35,No,3,No,No,3,20,0
21925,East,Basic,Monthly,Fiber,18,264.78,4399.56,Yes,0,No,No,4,9,0
